DtCustomer,Education,Marital,Kidhome,Teenhome,Income,MntFishProducts,MntMeatProducts,MntFruits,MntSweetProducts,MntWines,MntGoldProds,NumDealsPurchases,NumCatalogPurchases,NumStorePurchases,NumWebPurchases,NumWebVisitsMonth,Recency,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Complain,Response
03-02-2018 0.59,None,Divorced,1,1,549067,12956,17248,3702,9994,16879,14484,2,14,21,4,0,36,1,0,0,0,1,0,0
07-08-2017 12.02,PhD,Single,1,1,1357311,12577,16127,7541,9108,9615,1310,5,12,14,2,28,8,0,1,1,1,1,1,1
04-01-2003 3.29,Bachelors,Widowed,1,0,1492756,5302,19418,6314,1607,20341,13908,5,2,14,6,26,67,1,1,0,1,1,0,0
04-09-2018 12.59,Masters,Single,2,1,1679119,9195,18130,8011,8304,6670,7622,3,9,20,6,27,74,0,0,1,0,0,1,0
01-09-1975 0.28,PhD,Divorced,2,1,1417597,11005,3684,2391,6746,8438,13245,1,9,2,13,8,38,0,1,1,1,0,1,0
08-06-2019 20.51,Bachelors,Married,0,1,1804635,256,13877,4675,6807,7607,5859,12,14,12,10,23,67,0,1,0,1,0,0,1
20-12-1988 3.11,Bachelors,Separated,1,0,805334,6182,17115,210,584,20757,12974,4,8,13,1,5,91,1,1,1,0,1,1,0
04-03-1993 0.34,Bachelors,Separated,2,0,723390,6994,7630,9586,4,12861,7093,13,6,1,13,16,35,1,1,0,0,1,0,1
07-05-1974 2.56,High School,Widowed,0,0,1055802,1970,2105,8243,6596,10372,8109,9,8,24,1,23,61,0,1,1,0,1,1,1
01-09-1978 21.19,None,Single,2,2,1243798,986,5014,9540,3602,12243,3892,12,9,2,10,18,50,0,0,1,1,0,0,0
30-08-2005 3.27,Masters,Married,0,1,1962346,10061,14771,2513,2697,24208,17150,7,6,3,9,5,51,1,0,1,0,0,1,0
13-09-1983 12.27,None,Married,0,1,289751,10931,8571,3999,5582,16663,13652,2,6,13,13,17,23,0,0,1,1,0,1,1
08-07-2012 14.42,PhD,Separated,0,0,897816,6851,13237,6105,189,6130,13487,3,10,15,2,16,27,0,0,0,1,1,1,0
20-11-2019 9.05,Masters,Separated,1,1,1420449,7937,9817,3113,253,10898,7091,10,7,3,1,24,14,1,0,1,1,1,0,0
22-11-1985 19.51,Bachelors,Widowed,0,2,1036438,167,14066,5563,8507,7852,301,13,5,1,4,10,70,0,0,0,1,1,0,0
11-07-2010 11.54,None,Divorced,2,1,827588,8087,6421,879,9429,18328,15253,13,6,11,7,17,28,1,1,0,0,1,1,0
04-02-2011 0.37,Bachelors,Married,1,0,355491,11436,7476,6611,1818,23128,1701,8,0,5,0,28,54,1,0,0,1,0,0,0
23-04-2014 16.05,None,Widowed,0,1,1619301,8607,965,7761,7925,24223,3796,13,1,3,5,19,48,0,0,0,1,1,1,1
18-06-2017 10.11,Bachelors,Divorced,0,0,1130465,5127,1534,4758,4195,23712,18419,6,8,0,8,11,58,0,0,1,0,1,1,1
30-10-1999 15.32,Professional,Separated,0,1,601014,4254,4842,7105,6343,1887,19895,3,3,12,5,4,38,1,0,1,1,0,0,1
11-02-1993 5.51,High School,Married,0,0,473325,5494,9885,4261,8430,1428,9367,14,1,24,9,7,66,1,0,0,0,0,0,0
22-03-1997 17.47,Masters,Separated,2,2,658280,12828,7613,3929,2443,7204,13721,11,2,22,7,2,18,1,0,0,0,1,0,0
25-08-1996 0.54,Professional,Single,2,2,1123684,8374,1701,2780,9978,15262,15439,8,10,0,9,11,87,0,0,0,0,1,1,1
13-02-1980 15.42,High School,Separated,2,1,430933,11568,15360,7769,8615,16616,19757,14,0,17,3,10,48,0,1,0,0,1,1,0
04-03-1995 2.44,High School,Divorced,0,0,977052,1800,5790,9535,3911,13277,19088,8,1,2,10,22,61,1,0,0,1,0,0,0
28-09-2000 1.44,High School,Single,1,0,278888,8410,10185,5485,497,1909,10494,8,5,8,11,26,46,0,0,1,1,0,1,1
29-01-1986 19.39,None,Separated,0,1,632188,133,14007,8959,9851,19888,5525,7,7,9,0,21,88,0,0,0,0,1,0,0
23-05-1970 3.46,Masters,Divorced,1,1,1292570,7941,9596,1882,8635,15774,1808,4,14,5,10,24,65,1,0,0,1,0,0,1
15-06-1976 18.50,Masters,Single,1,0,500165,3317,17174,213,8271,340,7100,4,4,2,2,28,40,1,1,1,1,1,0,0
13-05-1980 14.27,Bachelors,Single,1,1,1519377,9251,18348,5394,6260,16560,6764,7,7,2,7,22,63,0,1,1,0,1,1,1
01-02-2016 1.54,None,Married,0,0,1036811,9626,3337,5989,7558,19952,1819,6,3,12,5,5,55,0,1,0,0,1,1,0
20-03-1989 10.23,Bachelors,Divorced,0,1,1785111,3187,17645,8999,2905,24883,15273,10,3,1,2,1,87,0,0,0,1,1,1,0
14-12-2022 0.24,PhD,Divorced,1,1,1558767,10292,4729,1994,6938,3121,14803,2,10,15,1,21,81,0,0,0,1,0,0,0
03-01-1975 11.48,Masters,Separated,2,2,500387,13157,638,8854,8246,13532,14331,13,14,11,8,16,96,1,0,1,1,0,1,0
02-01-1979 17.37,PhD,Married,2,2,1987509,2128,11556,5445,273,20216,10410,10,3,24,13,22,20,1,0,1,0,0,1,1
18-01-1984 21.18,Masters,Separated,2,0,778333,8633,15832,4601,1511,14042,9786,2,9,11,3,27,83,1,0,0,0,1,1,0
24-07-2005 0.36,PhD,Single,0,1,765761,14197,5814,6888,3427,7633,19873,14,4,7,2,18,48,1,0,1,1,0,1,0
20-09-2004 0.09,Professional,Widowed,2,1,1258996,13283,4299,7517,578,8262,13258,9,8,19,10,1,79,0,0,0,1,1,0,0
30-01-2022 4.45,None,Married,1,2,1527769,4840,18030,3372,4163,17949,18564,8,12,12,12,29,60,0,1,1,1,1,0,0
27-10-2002 13.49,High School,Married,0,0,1525220,2572,1788,5302,7619,9139,14952,14,6,17,6,12,61,1,1,1,0,1,1,1
09-03-1979 12.18,High School,Married,2,0,1704983,13212,11214,6292,4450,9089,15138,5,8,2,12,11,91,0,1,0,1,0,0,0
18-06-1998 7.44,High School,Married,2,0,1456794,2821,9660,1989,1264,9142,15476,11,0,1,12,13,98,0,1,0,1,0,1,1
18-07-2022 6.55,Bachelors,Single,1,1,619586,11010,15079,3194,257,18549,4247,7,1,7,13,5,40,1,0,1,0,1,1,1
01-03-2007 0.18,Masters,Widowed,2,2,1538393,8242,13168,2852,7783,13869,9792,8,1,23,12,2,85,0,1,0,1,1,1,0
22-04-2018 1.27,None,Divorced,0,1,681356,14164,4518,5149,2260,10625,16362,5,2,2,10,22,39,0,1,1,1,1,0,1
15-03-1976 20.01,Bachelors,Widowed,1,1,1684730,6328,5806,4341,7584,18109,4033,2,13,5,13,1,56,0,1,1,1,1,0,1
07-05-1997 8.19,Professional,Married,2,1,1733876,6926,4461,1742,5135,14193,16869,12,12,21,13,25,92,1,1,0,0,1,0,0
09-04-1984 5.21,Bachelors,Widowed,0,0,1980346,5201,8272,7857,2054,15858,16403,12,9,13,1,24,4,0,1,1,0,1,1,0
18-07-1973 17.21,Professional,Married,1,1,1371508,8282,9938,8922,4905,20625,12608,8,5,8,8,10,40,1,0,1,0,0,0,1
06-06-1993 2.54,PhD,Single,1,1,1661782,7796,15933,9062,9482,10781,13229,2,5,12,7,20,16,1,1,1,1,0,1,1
01-04-1974 10.08,None,Single,0,2,544395,14596,13852,6774,5594,16998,8617,13,10,5,10,7,57,0,1,0,0,0,0,1
31-08-1985 5.23,Professional,Separated,0,2,1018551,12462,4144,379,3845,5239,5931,10,9,23,10,17,82,1,1,1,0,1,0,0
08-08-1998 5.04,PhD,Separated,1,1,1710241,4616,13887,7872,2831,21716,631,2,4,11,4,28,18,1,1,0,0,1,1,0
13-10-1970 3.36,Professional,Separated,1,2,1734519,7368,17298,1039,220,13275,14017,13,3,6,2,6,56,0,0,0,1,0,0,0
04-12-1984 4.49,Masters,Separated,0,1,697685,12819,11951,646,1859,14553,15640,0,7,16,11,29,98,0,0,1,0,1,1,1
23-05-2018 13.24,PhD,Widowed,1,1,881402,8207,5328,7972,2173,23511,19791,11,2,6,14,14,26,0,0,0,1,0,1,1
23-01-1994 15.56,Bachelors,Divorced,1,0,1940193,9363,7077,5319,2875,8701,14999,11,8,3,9,19,41,0,1,0,1,0,0,0
24-09-1984 9.58,Professional,Divorced,1,1,1964454,5750,90,1633,2613,7646,4830,8,11,16,7,14,31,0,1,0,0,1,0,1
17-05-2003 18.00,Masters,Divorced,0,2,508922,8722,10886,5702,1224,15651,6116,6,12,11,5,10,64,1,1,1,0,0,1,1
01-06-2007 16.40,PhD,Separated,0,2,1173656,1881,15539,5654,6235,539,12907,8,9,14,14,23,47,1,0,0,0,1,1,1
06-11-2019 20.32,PhD,Separated,2,1,1710818,12773,12875,1123,114,4345,11576,12,10,0,7,24,13,1,0,0,1,0,0,1
24-02-2022 18.02,None,Widowed,0,2,1607240,9678,755,8742,1102,17903,17897,14,7,23,1,10,84,0,0,1,0,1,1,1
06-05-1988 21.39,None,Single,1,1,1882494,10904,15852,7753,9287,6876,13661,10,4,22,4,20,16,1,0,0,0,0,0,1
04-11-1977 19.05,PhD,Divorced,0,2,711880,4542,9789,8301,7325,2328,7579,4,7,1,8,1,72,1,1,0,0,1,0,1
26-04-2020 20.44,PhD,Married,2,1,1035494,13564,18772,4268,6689,16842,19235,2,13,3,10,16,74,0,0,0,0,1,0,0
24-01-2013 3.41,None,Widowed,2,1,1625504,453,358,9893,8647,18327,12036,11,6,16,8,11,48,1,0,1,1,1,1,0
07-11-2016 17.32,PhD,Widowed,0,1,542733,1586,16280,6344,8151,24020,11100,5,3,20,3,14,65,0,1,0,1,0,0,0
05-09-1972 12.49,None,Single,2,2,1757795,14345,12259,6200,258,20220,12083,0,4,16,14,9,3,0,0,0,1,0,0,1
09-04-1973 20.33,PhD,Married,0,1,1404583,1051,420,6555,2948,17127,4235,13,7,19,11,8,68,0,0,0,1,0,0,1
16-06-1977 15.10,Bachelors,Single,2,0,1450288,6234,6989,5682,2238,8454,12142,14,5,19,4,13,13,0,0,1,0,0,0,0
31-10-2011 15.16,PhD,Single,1,0,1776905,11983,1710,1358,4890,21621,13577,6,2,21,6,6,35,1,0,1,1,0,0,1
31-12-1970 10.41,Professional,Widowed,0,1,885437,12067,6299,4054,3465,20322,18636,6,7,15,3,24,67,1,0,1,1,0,1,1
11-04-1992 13.46,None,Married,1,0,513709,717,8851,6029,2048,2265,7453,5,12,20,7,7,30,1,0,0,1,1,0,0
17-11-1995 21.20,PhD,Widowed,1,2,520916,7691,15845,5758,3920,18206,10481,7,14,21,8,23,5,1,1,1,1,1,1,0
10-07-1992 15.09,None,Single,2,0,1777231,12387,5415,8456,5592,4750,12445,14,8,14,1,21,23,1,1,0,0,0,1,1
11-07-1998 17.59,Masters,Married,0,1,746661,13326,19702,8394,5564,7532,6554,4,5,18,5,2,87,0,1,0,0,1,0,0
29-05-2010 13.59,PhD,Single,1,1,1650163,12530,4638,2245,6900,11303,8933,3,12,18,14,24,49,1,1,1,0,1,0,1
14-08-1984 8.54,High School,Widowed,1,0,1281821,5568,5339,2000,840,8094,6509,3,11,15,4,3,54,0,1,0,1,1,0,0
12-03-1993 2.51,Professional,Widowed,0,0,873259,1481,18470,9594,6033,20626,15691,12,1,12,0,8,25,1,1,0,1,0,1,0
12-09-2007 8.05,Bachelors,Separated,0,0,1462032,7602,17904,1866,5122,21506,7041,1,11,1,10,15,28,1,1,0,1,1,0,0
14-06-2004 2.20,Masters,Married,1,0,1962570,1983,17713,4742,7204,20627,641,14,6,4,12,23,3,1,0,0,0,1,1,1
06-08-2010 10.17,High School,Married,1,1,607620,7533,2517,3724,9227,7417,3051,14,6,22,8,23,15,1,0,1,0,0,1,0
09-12-2006 3.40,Masters,Married,0,0,1317332,8769,3586,7744,5448,12093,9206,2,4,11,7,4,68,1,0,0,1,1,0,1
06-07-1988 1.53,High School,Single,1,1,1352727,6340,19588,4420,2983,9232,11220,4,0,5,3,14,74,0,0,0,1,1,1,0
19-01-1996 0.23,Masters,Divorced,2,1,1778541,12249,7337,6591,2813,24295,8466,4,8,5,1,24,34,0,0,0,0,1,0,1
01-10-2012 22.19,Masters,Separated,2,0,1378212,7835,17988,3257,4870,13882,14503,8,10,11,0,11,27,1,0,0,0,0,0,1
08-01-2010 7.26,Bachelors,Single,1,2,234933,10549,5405,8125,5682,16101,18010,3,2,10,10,15,9,1,0,0,0,1,0,0
14-11-1988 20.57,Bachelors,Single,2,1,1306430,12284,189,2367,985,8239,6579,0,9,14,2,11,96,0,1,0,0,0,0,1
23-09-1974 15.24,Professional,Divorced,0,0,1650795,12388,16716,5285,5881,97,12617,2,5,1,2,19,32,0,0,1,0,1,0,0
16-09-2013 11.14,None,Widowed,0,2,1547763,7379,6163,4602,1292,2627,900,9,4,4,2,29,14,1,1,0,0,0,0,1
10-09-1985 17.22,Masters,Single,2,0,1452170,2829,19917,1451,9024,6285,7773,9,8,0,3,23,98,1,0,0,1,0,1,0
09-01-2019 20.07,None,Single,0,0,1101226,1496,16854,4153,1594,14686,14705,12,2,3,0,3,7,1,1,0,0,0,0,0
18-02-2010 5.10,Masters,Married,0,0,1750201,13297,4900,1671,8610,19883,7578,6,7,9,1,27,35,1,0,0,1,0,0,1
27-05-1986 7.46,Professional,Divorced,0,2,1789890,8367,9243,6242,5366,19025,19644,12,7,3,5,5,80,0,1,1,0,0,0,0
28-11-1999 3.43,PhD,Separated,0,1,1439365,9876,19246,2355,680,15098,3521,12,11,23,0,15,97,0,0,1,1,1,0,1
24-12-2000 22.37,PhD,Separated,1,0,510765,4480,19161,9955,1022,22050,9383,1,4,10,3,28,68,0,1,1,1,0,0,1
24-09-1993 23.24,None,Married,1,0,1120726,5984,7241,9682,2278,18234,4087,11,1,1,4,8,55,0,0,0,1,1,0,0
10-06-1996 15.44,High School,Divorced,0,2,1991202,11304,3687,8953,192,5626,12684,8,14,2,4,22,54,0,0,1,1,0,0,1
17-03-2003 20.35,High School,Widowed,2,2,1183268,3550,15136,2927,5700,1486,11157,1,9,22,13,5,33,0,0,0,0,0,0,1
14-07-1992 7.47,PhD,Divorced,2,2,706413,11106,17732,1002,5189,892,10203,1,5,3,9,0,34,1,1,0,1,0,0,1
01-09-1985 4.25,PhD,Single,1,0,641568,1189,3586,7924,8676,6103,6768,14,12,18,2,14,68,1,0,1,1,0,1,0
18-09-2001 6.21,Masters,Single,1,2,1259962,14446,12426,2015,2781,793,16215,14,14,20,7,16,12,0,0,0,0,1,1,1
02-07-1997 1.37,Masters,Separated,0,0,1238019,8740,18367,8719,1344,1820,11224,12,4,13,9,25,87,0,1,0,1,0,0,1
30-10-1995 12.30,High School,Separated,0,0,327006,12770,9938,981,4276,12276,18079,6,8,8,10,18,62,0,1,0,0,1,1,1
16-02-2000 10.43,Bachelors,Separated,2,0,1348844,4708,293,7827,8287,15523,1181,11,7,15,6,27,67,0,1,1,1,1,0,0
26-03-1985 5.50,High School,Separated,2,1,881590,11575,7150,4222,3823,4607,3454,10,4,1,1,25,53,1,0,0,0,0,0,0
13-07-2008 12.33,PhD,Married,0,2,419553,6021,9631,4899,7186,5865,2462,5,3,20,9,27,30,1,1,0,1,1,0,1
23-10-2015 9.01,High School,Married,2,0,1304175,5465,5089,689,835,14724,16605,5,11,23,2,3,92,0,0,0,1,0,1,0
14-04-1994 6.03,PhD,Married,2,0,874531,3576,10871,906,1549,9028,11303,9,0,7,10,28,61,0,1,1,1,1,1,0
04-09-2017 6.20,Masters,Divorced,2,1,1797489,625,19378,8589,5634,14819,17386,11,4,24,4,8,47,1,1,0,1,0,1,0
03-11-1998 11.07,Professional,Single,1,0,1625697,1793,1476,245,4373,8905,19081,2,2,24,10,20,20,0,1,1,1,1,0,1
19-12-2007 8.45,Bachelors,Divorced,0,1,306852,2047,6117,3643,3160,3228,9783,4,7,1,10,4,23,1,1,1,1,1,1,0
01-04-1984 22.11,Bachelors,Divorced,1,2,1932136,3927,7015,1470,4398,14573,198,6,2,20,12,0,5,1,0,0,0,0,1,1
27-08-1975 17.33,Professional,Widowed,0,2,758985,13516,11520,8020,3464,9943,19621,0,10,18,1,4,85,0,1,1,0,0,1,0
11-12-1998 20.18,PhD,Single,2,0,344385,3912,2310,7995,434,18289,13529,1,5,4,14,27,91,0,0,1,0,1,1,0
10-03-1979 22.02,Bachelors,Divorced,2,1,967357,5433,13098,3258,304,375,13876,3,4,8,13,13,79,1,0,1,1,0,0,0
10-06-2009 14.19,PhD,Divorced,2,0,1206639,2468,19496,9636,1519,7255,13438,10,6,5,0,8,11,1,1,0,1,0,1,0
10-03-1997 8.13,Masters,Separated,0,0,1809236,2518,19101,3349,6568,4133,1474,9,9,17,8,28,88,0,1,1,1,1,1,1
27-02-2021 21.26,High School,Widowed,1,2,256059,4529,3173,1862,2692,24367,10657,7,2,10,2,13,71,1,1,0,1,1,1,0
25-08-2011 18.59,Professional,Widowed,2,1,1003235,5276,19843,5958,4643,19366,4792,6,4,0,10,0,99,0,0,1,1,1,1,0
29-07-2015 5.10,Professional,Married,0,1,1531492,4486,7309,860,1090,15408,4914,14,5,10,1,27,65,0,0,1,1,0,0,1
31-01-1990 13.41,Masters,Married,1,2,466155,142,11029,8745,2076,17886,18787,8,12,3,8,10,26,1,1,0,0,1,0,0
28-07-1972 10.37,Professional,Single,2,2,1425797,2607,19945,9126,6287,17669,7937,12,14,18,10,0,37,1,1,1,1,1,1,1
24-04-1988 11.17,Masters,Married,1,2,1132599,14835,12265,5000,7550,24389,19022,9,4,4,4,19,76,0,1,1,1,0,0,1
08-07-2012 14.37,High School,Widowed,2,0,560638,6364,15194,5844,7650,17427,1465,13,3,16,9,12,89,0,0,0,1,0,1,0
28-04-1973 9.57,Bachelors,Separated,1,2,808339,13429,16667,3571,5222,4839,12182,2,9,13,13,13,57,1,1,1,0,0,0,0
13-07-1982 1.52,PhD,Separated,1,0,1784869,14349,6524,2688,9972,2076,16235,4,9,17,8,10,58,0,1,1,1,0,0,1
05-09-2009 5.00,Masters,Single,0,2,1804454,5602,18243,6893,7193,1006,16833,14,0,9,0,28,14,0,0,1,0,0,1,0
05-08-1979 14.10,Masters,Married,0,0,1839931,3391,14332,2343,5287,9481,17696,5,14,18,13,3,52,0,1,0,0,1,1,1
12-06-1987 9.37,PhD,Single,1,0,847938,501,13820,9835,7871,1018,15850,5,10,7,8,29,70,1,0,1,0,0,1,1
17-12-1978 6.32,High School,Married,1,0,1520089,7646,593,8645,621,18766,15523,8,9,14,14,10,65,1,1,0,1,1,1,0
05-03-1999 11.44,PhD,Widowed,1,1,1842177,14090,1404,2510,9163,16064,18240,0,0,17,0,21,75,1,1,0,0,0,0,0
22-08-1973 8.01,PhD,Separated,2,0,1192193,7808,5946,4774,9509,7947,8276,11,13,15,5,19,82,0,0,1,1,0,1,0
06-02-2007 10.09,Masters,Widowed,1,0,386232,2872,13429,1420,7228,3262,9753,3,0,6,12,22,8,1,1,1,0,0,1,0
08-04-1981 23.09,PhD,Single,2,2,1043277,3719,13320,5357,4816,3507,7003,0,14,13,5,13,80,1,0,1,0,1,0,1
16-11-1985 5.56,None,Widowed,0,0,413580,8962,19428,7254,6379,10971,9316,8,6,16,0,24,72,0,1,1,1,1,0,0
17-06-1983 2.28,None,Divorced,0,0,1603191,13594,16120,9475,1308,5570,19136,7,3,12,0,3,52,0,0,1,1,1,0,1
28-05-1971 6.29,None,Married,0,1,774073,592,11058,3638,7052,14819,13580,7,9,11,3,14,44,1,0,0,1,0,1,0
06-07-2008 23.28,Professional,Divorced,2,1,1444307,13157,10213,6207,2350,3218,958,4,2,5,10,6,95,1,1,1,0,1,1,0
28-09-1971 1.03,Masters,Married,2,2,415763,2989,13811,9106,7434,2113,4533,11,12,24,7,20,13,1,0,1,1,1,0,1
07-04-2014 0.42,Masters,Separated,1,0,738368,1119,12171,6697,7603,3358,10828,0,9,17,7,26,81,1,1,0,1,0,0,1
31-08-1971 7.25,High School,Single,0,0,1854014,13684,15727,6667,2547,14215,12611,9,11,3,13,7,38,0,1,1,0,0,0,0
20-06-2001 0.54,High School,Divorced,2,1,629873,5251,16249,10,8055,8270,16369,12,7,21,6,17,79,1,1,0,1,1,1,1
23-09-1998 21.18,Masters,Widowed,1,2,725483,6885,16661,7313,5502,8352,18295,3,4,3,12,10,76,1,1,1,0,0,1,0
14-01-1972 15.57,High School,Divorced,0,1,1142241,10689,8100,7013,5936,5991,19060,2,1,19,11,17,36,0,0,0,0,0,0,1
02-11-1976 17.25,Bachelors,Divorced,1,0,1596457,13167,296,8403,3300,23905,16639,7,3,3,3,25,2,0,1,0,1,0,0,0
13-05-1986 12.05,Professional,Separated,1,1,966419,12325,6758,5097,1151,6858,19433,13,7,23,4,0,40,1,1,0,0,1,1,0
22-10-1986 17.28,High School,Divorced,2,2,1375833,10362,60,1415,2781,22364,6869,11,0,2,4,14,46,1,1,1,1,0,1,1
07-08-2003 6.13,Masters,Single,2,0,1689347,5645,2929,7914,8960,21479,5496,8,7,8,9,28,60,1,0,1,1,1,1,0
28-01-2018 1.12,Masters,Married,2,0,1066242,12735,18878,3397,2016,21521,2956,7,14,6,12,18,14,1,0,1,0,1,0,1
10-05-2005 13.44,Masters,Separated,0,2,948422,14533,16207,761,4995,12546,3273,3,7,4,6,1,50,1,1,0,1,0,0,1
06-11-1971 15.25,Bachelors,Single,0,1,1514227,3346,2301,1895,5040,7287,4571,5,13,6,11,25,75,0,1,0,1,0,0,0
21-07-1980 23.40,None,Separated,1,2,899977,2593,14500,3912,5534,8996,1249,5,13,11,14,22,42,0,1,0,1,0,0,1
15-06-1976 10.22,Masters,Divorced,1,1,295872,13527,7385,183,8617,10602,2094,10,4,22,2,7,6,1,1,0,0,1,1,1
19-02-1976 20.28,Bachelors,Divorced,2,0,1196303,14836,5714,2733,9883,9039,4795,12,6,10,8,25,33,0,1,0,0,1,0,1
19-04-1990 22.16,PhD,Single,0,1,1115439,4002,14997,9570,7871,23814,16507,2,0,0,13,1,30,1,0,0,1,0,1,0
20-10-2018 7.53,Masters,Single,1,0,1865127,7658,7215,2846,6697,21142,17893,11,11,9,7,16,53,0,0,1,1,0,0,1
30-03-1970 23.18,High School,Married,0,0,1368582,4161,18020,2555,2200,12749,2418,5,3,4,3,11,19,1,1,0,1,0,1,0
03-05-1982 23.29,Bachelors,Single,2,0,1019742,1394,13152,6072,1424,11130,2031,5,11,20,6,21,50,1,1,0,1,1,1,1
01-01-2019 10.51,PhD,Widowed,0,0,806995,3119,4282,2247,2311,18648,6311,13,1,17,3,9,7,0,0,1,0,1,0,1
13-12-1998 22.02,High School,Married,2,1,308006,2398,7661,7564,5874,22618,19993,8,2,1,11,5,17,1,0,1,1,1,0,0
14-04-2012 8.59,Bachelors,Widowed,1,1,1504897,6292,17834,9620,68,9468,14595,8,14,2,6,13,33,1,0,1,1,0,1,1
27-05-1978 11.56,None,Separated,1,1,1338280,3224,9693,5761,1914,14623,15364,4,1,9,1,18,83,1,1,1,0,1,0,0
24-04-1980 23.12,High School,Married,2,1,905186,10767,9572,8711,5990,14613,1695,12,5,6,5,22,72,1,0,1,1,0,1,1
26-02-2004 1.03,Bachelors,Married,2,0,1028177,5568,6062,766,7594,11784,15207,0,13,0,13,6,4,1,1,1,1,0,0,0
05-04-2016 19.49,None,Married,0,0,562600,8595,177,438,971,19525,5461,5,10,7,1,18,18,1,1,0,1,0,1,0
29-10-1979 6.43,None,Widowed,2,0,951232,5896,10965,3791,7884,16630,1985,3,5,19,7,27,37,0,1,1,0,1,0,1
18-11-1993 1.54,High School,Married,1,1,229653,11522,9328,6045,2272,2585,8631,0,0,6,1,22,76,0,0,1,0,0,0,0
19-02-1994 16.43,PhD,Widowed,1,2,1826525,11393,6275,5373,8051,21065,6266,6,11,1,10,6,45,1,1,0,0,0,1,0
25-01-2014 17.43,High School,Married,1,1,652786,8252,18912,8332,9963,24561,11502,2,6,16,13,1,83,1,0,0,1,1,0,1
18-06-2003 15.29,None,Single,2,0,261952,1407,19390,9031,8872,22410,19967,5,13,19,3,7,76,0,0,1,0,0,1,0
12-09-1988 11.22,Bachelors,Widowed,2,2,1887709,10531,6609,5191,7400,10767,2576,5,13,7,1,22,15,0,0,0,1,0,1,0
26-10-2016 9.02,None,Widowed,2,2,301219,2087,7189,7987,9261,21278,15431,2,10,18,8,17,10,0,0,0,1,1,0,0
25-04-2017 8.07,High School,Widowed,0,1,987584,8976,8557,6762,4303,14276,9293,12,4,0,14,1,31,0,0,1,0,0,1,0
22-07-1985 18.26,Professional,Widowed,1,2,1439677,14887,2857,4874,7626,22284,5337,7,7,16,7,6,79,1,1,0,1,1,0,1
10-06-1980 3.00,None,Widowed,2,2,1779110,13429,7124,8639,2426,20293,12797,13,9,0,9,0,38,1,0,0,1,0,1,0
18-12-2002 23.08,PhD,Separated,2,2,1777422,5425,3584,2174,9947,20200,7609,8,10,19,6,26,19,0,1,1,1,0,1,0
26-07-1998 3.52,Professional,Separated,0,1,1781304,14085,15389,1143,423,7688,14845,9,1,2,12,22,54,0,1,1,1,0,1,1
03-12-1972 7.20,None,Divorced,0,0,204579,6209,11505,6669,8941,2909,17474,5,10,21,11,20,39,0,1,1,1,1,0,1
16-06-1999 15.01,PhD,Single,2,1,1133974,4074,7154,4184,4026,19853,7491,11,3,4,4,25,74,0,1,1,0,1,1,0
02-03-1975 22.37,PhD,Single,1,0,1046612,13917,7808,8663,9687,525,7816,8,1,5,10,23,51,1,1,0,1,1,1,1
18-11-2015 19.56,Bachelors,Widowed,0,1,1440496,6735,19119,7291,1693,17667,7345,9,5,10,6,20,95,0,1,0,1,0,0,0
26-07-1985 5.10,None,Separated,1,1,1206365,8541,5008,4618,4959,2732,19237,6,5,12,6,25,88,0,0,1,1,0,1,0
21-02-1973 6.43,Bachelors,Married,0,2,1440462,14554,2524,7381,1349,13639,12394,14,12,23,12,13,80,0,1,0,0,1,1,0
23-02-2010 7.25,Masters,Divorced,1,0,1151090,354,7979,6890,1755,9820,17201,10,11,20,7,10,11,1,0,0,0,0,0,0
24-10-2003 14.35,Bachelors,Divorced,0,0,1381927,11764,3293,6009,1697,22450,15702,3,2,8,0,13,46,1,0,0,0,1,0,1
27-09-1983 7.41,Bachelors,Married,2,0,733204,10994,17290,5362,5240,669,69,6,10,17,2,27,7,1,0,1,0,1,1,0
23-09-2006 4.14,PhD,Separated,2,1,1824343,6869,1669,9094,8180,16723,5993,12,1,1,10,5,65,0,0,1,0,1,1,1
09-08-2007 5.25,PhD,Widowed,1,1,1150691,13396,17063,8148,3771,5664,9892,10,6,20,2,10,29,1,0,0,0,1,1,1
30-05-1998 6.18,Masters,Married,1,2,1270284,3639,13020,3628,902,6883,3368,4,11,15,0,2,74,1,1,0,1,0,1,1
09-09-1996 4.36,Professional,Widowed,2,2,1635819,8538,992,5983,8958,11321,12084,3,8,6,6,25,17,0,1,0,1,0,0,0
27-01-1984 9.52,PhD,Single,0,1,595881,12645,18216,8039,1346,5842,37,14,11,10,14,13,63,1,0,0,0,1,1,0
13-09-1998 14.31,PhD,Married,1,2,1378293,10904,6401,2064,36,8451,3757,0,13,20,4,21,7,0,0,1,1,0,0,1
17-01-2011 9.42,Bachelors,Divorced,2,2,1563101,9245,12198,3819,3569,23763,41,12,0,16,0,29,45,1,0,0,1,1,0,1
04-03-2014 9.07,PhD,Married,0,2,966210,4401,9150,3040,3771,11948,15161,10,14,0,14,27,39,1,0,0,1,0,0,1
25-04-1997 2.27,None,Single,1,1,1894385,13500,7863,9410,9380,24818,2248,10,3,9,9,13,3,0,1,1,1,0,1,0
26-02-2022 15.08,Masters,Separated,1,1,1289862,5044,4907,9335,1295,21121,11353,13,6,7,6,3,59,0,0,0,0,0,1,1
